model,id,type,maxZ,maxP,maxT,maxGrad,time.maxP,tstar.maxP,time.maxT,tstar.maxT,cls,recovered,phi,zc,z1100,age,cv
cdh46,44,8,114324.734375,32664.209821428572,858.501220703125,0.005121387107558062,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,45,8,114433.296875,32695.227678571428,850.26483154296875,0.0050445530043020425,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,46,8,114698.96875,32771.133928571435,814.87213134765625,0.004724298197734723,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,47,8,115078.46875,32879.5625,802.67657470703125,0.004602742636919482,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,48,8,114747.90625,32785.11607142857,820.4677734375,0.004771048041998588,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,49,8,115452.671875,32986.47767857143,788.91448974609375,0.004468623214754801,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,50,8,114988.328125,32853.80803571428,817.3369140625,0.004733844929641636,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,51,8,115603.984375,33029.70982142857,789.46453857421875,0.00446753233780329,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,52,8,114812.140625,32803.46875,827.4661865234375,0.004829334106176435,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,53,8,115425.65625,32978.75892857143,800.7596435546875,0.004572290604193013,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,54,8,115271.8125,32934.80357142857,815.61724853515625,0.0047072847799209915,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,55,8,115896.0625,33113.16071428572,791.30633544921875,0.004472165182050242,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,56,8,115613.9375,33032.55357142857,779.399658203125,0.004380091787835917,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,57,8,116026.328125,33150.37946428572,771.2025146484375,0.004293874698091826,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,58,8,116014.484375,33146.99553571428,774.342529296875,0.004321378765744094,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,59,8,116215.234375,33204.35267857143,771.482666015625,0.00428930568953753,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,60,8,116131.203125,33180.34375,779.18048095703125,0.004358694884200884,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,61,3,23104.421875,6601.263392857143,413.8334045410156,0.006095517356069557,8543668.083086167,0.9179021073134294,9307820.534471028,1,13,TRUE,55,59,46,55,100
cdh46,61,7,7111.23046875,2031.7801339285713,279.9149475097656,9.723981721803376e-4,4580160.046855749,0.4920765317609386,0,0,13,TRUE,55,59,46,55,100
cdh46,62,7,7033.28515625,2009.510044642857,279.7370910644531,9.578868074851668e-4,4580160.046855749,0.4920765317609386,514314.4791568388,0.05525616627996876,11,FALSE,55,59,46,55,100
cdh46,63,7,62542.9296875,17869.40848214286,708.09228515625,0.0069566981804373125,9307820.534471028,1,9307820.534471028,1,8,FALSE,55,59,46,55,100
cdh46,64,3,23329.70703125,6665.630580357143,417.86083984375,0.006209286711132283,8543668.083086167,0.9179021073134294,9307820.534471028,1,13,TRUE,55,59,46,55,100
cdh46,64,7,7163.9375,2046.8392857142858,280.23162841796875,0.001009448842618846,4580160.046855749,0.4920765317609386,0,0,13,TRUE,55,59,46,55,100
cdh46,65,4,6048.310546875,1728.0887276785716,296.0900573730469,0.0038176044689003097,6926929.835867732,0.7442053497071853,7784877.467320048,0.8363802716746805,13,TRUE,55,59,46,55,100
cdh46,65,7,7138.1328125,2039.4665178571431,279.8891906738281,9.651250340654999e-4,4580160.046855749,0.4920765317609386,0,0,13,TRUE,55,59,46,55,100
cdh46,66,7,60298.875,17228.25,722.33941650390625,0.007451870644417599,9307820.534471028,1,9307820.534471028,1,5,FALSE,55,59,46,55,100
cdh46,67,7,69920.578125,19977.308035714286,863.9326171875,0.008451483569415925,8939505.711959654,0.9604295311509995,8939505.711959654,0.9604295311509995,2,FALSE,55,59,46,55,100
cdh46,67,27,82125.1171875,23464.319196428572,995.13934326171875,0.008793160582200463,9307820.534471028,1,9307820.534471028,1,2,FALSE,55,59,46,55,100
cdh46,68,7,45413.3671875,12975.247767857143,612.8731689453125,0.007483989626711986,9307820.534471028,1,9307820.534471028,1,14,TRUE,55,59,46,55,100
cdh46,69,7,95665.4140625,27332.975446428572,983.40960693359375,0.007425981624555243,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,70,7,65830.640625,18808.754464285714,794.894775390625,0.007927839839256084,9307820.534471028,1,9307820.534471028,1,2,FALSE,55,59,46,55,100
cdh46,71,7,97549.9609375,27871.417410714286,989.97247314453125,0.007349797644756553,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,72,7,25284.4140625,7224.118303571429,423.5076904296875,0.005952587631955828,8543668.083086167,0.9179021073134294,9307820.534471028,1,14,TRUE,55,59,46,55,100
cdh46,73,7,99413.0390625,28403.725446428572,975.43170166015625,0.007065790446447818,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,74,7,32800.56640625,9371.590401785714,546.7823486328125,0.008346878686236483,7367973.738840607,0.7915895790592117,8939505.711959654,0.9604295311509995,14,TRUE,55,59,46,55,100
cdh46,75,7,99050.9609375,28300.274553571428,978.6597900390625,0.007124209430783065,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,76,7,110434.625,31552.75,968.8233642578125,0.006300771739459544,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,77,8,112643.8515625,32183.957589285717,944.15252685546875,0.005958181627721442,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,78,7,109955.078125,31415.73660714286,969.72674560546875,0.006336467196298204,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,79,8,113039.421875,32296.97767857143,935.8060302734375,0.005863494516155384,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,80,7,108183.7578125,30909.645089285717,979.98883056640625,0.006535073701097836,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,81,8,113211.84375,32346.241071428572,934.35357666015625,0.005841734881737197,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,82,7,108809.125,31088.321428571428,974.4859619140625,0.006446940566005493,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,83,8,112950.3515625,32271.529017857145,946.13128662109375,0.005959532461026675,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,84,7,112166.1796875,32047.47991071429,955.43310546875,0.006084125423278561,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,85,8,112873.265625,32249.504464285717,950.27960205078125,0.0060003544532937865,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,86,8,113278.03125,32365.151785714286,918.1888427734375,0.0056956219635344125,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,87,8,113722.09375,32492.026785714286,897.6925048828125,0.005493149873375528,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,88,8,113628.875,32465.392857142855,908.8427734375,0.005595785168492603,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,89,8,114021.390625,32577.540178571428,887.43072509765625,0.005388732076759445,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,90,8,113468.0625,32419.44642857143,922.72369384765625,0.005726049070835736,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,91,8,114226.953125,32636.272321428572,879.79522705078125,0.005312189552904887,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,92,8,113691.15625,32483.187500000004,919.32623291015625,0.005684929718622298,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,93,8,114096.15625,32598.90178571429,894.78167724609375,0.005449628608729698,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,94,8,114019.234375,32576.92410714286,908.99591064453125,0.005577970367287263,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,95,8,114499.328125,32714.093750000004,883.31488037109375,0.005330292241582477,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,96,8,114525.5,32721.571428571428,856.33282470703125,0.0050934754679702885,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,97,8,114610.75,32745.928571428572,849.63616943359375,0.005031257272407638,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,98,8,114268.625,32648.178571428572,875.201171875,0.005270048290814736,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,99,8,114931.5625,32837.58928571428,841.02349853515625,0.004942275961271789,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,100,8,114601.03125,32743.15178571429,863.4549560546875,0.005152265643811015,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
